# From MPO263352
28978 Ixion,e,19.6566,71.0417,300.4275,39.39060,0.0039867,0.24323869,277.5650,05/23.0/2014,2000,H 3.3,0.15
# From MPO181526
29981 1999 TD10,e,5.9586,184.6985,172.8300,97.79385,0.0010191,0.87384929,5.4206,05/23.0/2014,2000,H 8.7,0.15
# From MPO257086
31824 Elatus,e,5.2447,87.0424,282.0550,11.81072,0.0242823,0.38095306,140.8902,05/23.0/2014,2000,H10.1,0.15
# From MPO279854
32532 Thereus,e,20.3484,205.2530,86.8462,10.66757,0.0282882,0.19497844,158.2517,05/23.0/2014,2000,H 9.0,0.15
# From MPO157269
32929 1995 QY9,e,4.8411,342.1421,25.5672,39.69261,0.0039413,0.26362869,11.2473,05/23.0/2014,2000,H 8.0,0.15
# From MPO272796
33001 1997 CU29,e,1.4516,350.3623,260.5164,43.69769,0.0034121,0.03478644,245.8122,05/23.0/2014,2000,H 6.5,0.15
# From MPO157269
33128 1998 BU48,e,14.2251,132.6963,283.0844,33.43560,0.0050979,0.38418424,68.0322,05/23.0/2014,2000,H 7.2,0.15
# From MPO167519
33340 1998 VG44,e,3.0345,127.9950,324.4812,39.54264,0.0039637,0.25733670,0.5199,05/23.0/2014,2000,H 6.5,0.15
# From MPO240496
35671 1998 SN165,e,4.6056,192.1054,265.3065,37.88802,0.0042262,0.04491334,283.7837,05/23.0/2014,2000,H 5.6,0.15
# From MPO231656
37117 Narcissus,e,13.8181,248.6061,180.2367,6.873974,0.0546880,0.55429640,267.2652,05/23.0/2014,2000,H13.1,0.15
# From MPO140065
38083 Rhadamanthus,e,12.7370,9.9825,81.1392,39.08279,0.0040339,0.15544499,95.6051,05/23.0/2014,2000,H 6.7,0.15
# From MPO176643
38084 1999 HB12,e,13.1425,166.3803,66.2891,55.68310,0.0023720,0.41509346,356.0456,05/23.0/2014,2000,H 7.4,0.15
# From MPO233721
38628 Huya,e,15.4679,169.2661,67.5273,39.41170,0.0039835,0.27603698,359.1601,05/23.0/2014,2000,H 4.9,0.15
# From MPO186531
40314 1999 KR16,e,24.8123,205.6206,58.5161,48.73109,0.0028973,0.30276657,343.3784,05/23.0/2014,2000,H 5.8,0.15
# From MPO169676
42301 2001 UR163,e,0.7524,302.3582,342.7742,51.55870,0.0026623,0.28143889,75.3407,05/23.0/2014,2000,H 4.2,0.15
# From MPO259630
42355 Typhon,e,2.4256,351.9132,159.0388,38.10746,0.0041898,0.54015312,12.2643,05/23.0/2014,2000,H 7.5,0.15
# From MPO272841
44594 1999 OX3,e,2.6231,259.3096,144.4947,32.20456,0.0053930,0.45444805,340.7765,05/23.0/2014,2000,H 7.3,0.15
# From MPO186539
45802 2000 PV29,e,1.1780,173.3655,42.6419,43.28542,0.0034609,0.01121205,105.6541,05/23.0/2014,2000,H 8.0,0.15
# From MPO279983
47171 1999 TC36,e,8.4104,97.1851,295.4559,39.47229,0.0039743,0.22591508,358.2881,05/23.0/2014,2000,H 5.0,0.15
# From MPO287106
47932 2000 GN171,e,10.8113,26.0842,194.7449,39.37429,0.0039892,0.28183578,6.5455,05/23.0/2014,2000,H 6.2,0.15
# From MPO153992
48639 1995 TL8,e,0.2422,261.1602,84.5131,52.59924,0.0025837,0.23609576,40.1972,05/23.0/2014,2000,H 5.4,0.15
# From MPO157272
49036 Pelion,e,9.3508,127.0717,153.1630,19.97392,0.0110410,0.13454308,87.2463,05/23.0/2014,2000,H10.4,0.15
# From MPO284508
49673 1999 RA215,e,22.5715,132.3607,271.2149,43.02809,0.0034920,0.10363650,302.3348,05/23.0/2014,2000,H 7.7,0.15
# From MPO235046
50000 Quaoar,e,7.9901,188.8733,161.2425,43.21969,0.0034688,0.03512129,279.4985,05/23.0/2014,2000,H 2.4,0.15
# From MPO 66038
52747 1998 HM151,e,0.5442,63.9186,249.4832,44.28861,0.0033440,0.05683297,310.9716,05/23.0/2014,2000,H 7.9,0.15
# From MPO263768
52872 Okyrhoe,e,15.6605,173.0681,337.5590,8.339537,0.0409252,0.30687529,94.6407,05/23.0/2014,2000,H10.8,0.15
# From MPO157273
52975 Cyllarus,e,12.6319,51.9480,301.7336,26.27290,0.0073188,0.37777884,65.8822,05/23.0/2014,2000,H 9.4,0.15
# From MPO 57650
